cell_id,condition,opponent,seed,provider,cooperation_rate,action_volatility,half_life,curvature_beta2,cross_lag_peak,coop_recovery_delay,cost_usd,status
No-H_GTFT_s256_anthropic,No-H,GTFT,256,anthropic,0.94,6,,-1.08036693103377,0,14,0.07976900000000003,ok
No-H_GTFT_s99_deepseek,No-H,GTFT,99,deepseek,0.88,10,,-1.7876616455648981,0,1,0.008174879999999999,degraded
No-H_GTFT_s123_openai,No-H,GTFT,123,openai,0.92,6,,-0.2355305146403116,0,7,0.023257,ok
No-H_GTFT_s99_openai,No-H,GTFT,99,openai,0.78,11,,0.09362375818237793,0,9,0.0285222,ok
No-H_GTFT_s123_deepseek,No-H,GTFT,123,deepseek,0.92,8,,0.9119432219122411,0,7,0.008518999999999999,degraded
No-H_GTFT_s511_anthropic,No-H,GTFT,511,anthropic,0.98,2,,0.18966801810312184,0,3,0.076904,ok
No-H_GTFT_s256_deepseek,No-H,GTFT,256,deepseek,0.9,10,,0.4582546248235361,0,,0.00847392,ok
No-H_GTFT_s1024_anthropic,No-H,GTFT,1024,anthropic,0.96,3,,-3.782302930945301,0,,0.06838400000000001,ok
No-H_GTFT_s2048_anthropic,No-H,GTFT,2048,anthropic,0.86,14,,-2.9273115320597505,0,,0.07050400000000002,ok
No-H_GTFT_s256_openai,No-H,GTFT,256,openai,0.72,18,,0.3728535725894467,0,,0.032466599999999984,ok
No-H_GTFT_s1024_deepseek,No-H,GTFT,1024,deepseek,0.9,7,,-0.5516369533312149,0,,0.007833839999999998,ok
No-H_GTFT_s511_openai,No-H,GTFT,511,openai,0.84,15,,6.523707508531398,0,,0.027637,ok
No-H_GTFT_s511_deepseek,No-H,GTFT,511,deepseek,0.82,12,,2.5173261947759777,0,1,0.00821464,ok
No-H_GTFT_s4096_anthropic,No-H,GTFT,4096,anthropic,0.86,8,,2.2647693356515672,0,,0.081939,ok
No-H_GTFT_s8192_anthropic,No-H,GTFT,8192,anthropic,0.94,6,,0.7095624804669339,0,9,0.07012899999999998,ok
No-H_GTFT_s2048_deepseek,No-H,GTFT,2048,deepseek,0.84,12,,-5.187955249422869,0,11,0.008481480000000005,ok
No-H_GTFT_s1024_openai,No-H,GTFT,1024,openai,0.86,10,,0.8652639624374519,0,,0.030495000000000005,ok
No-H_GTFT_s4096_deepseek,No-H,GTFT,4096,deepseek,0.9,9,,-0.5657391300685672,0,,0.0077714,degraded
No-H_GTFT_s8192_deepseek,No-H,GTFT,8192,deepseek,0.94,3,,-2.7305099405364923,0,,0.0078792,ok
No-E_TFT_s7_anthropic,No-E,TFT,7,anthropic,0.76,18,,-1.7908247385036329,0,3,0.11893400000000003,ok
No-H_GTFT_s2048_openai,No-H,GTFT,2048,openai,0.66,18,,1.8670055427651597,0,9,0.0370978,ok
No-E_TFT_s17_anthropic,No-E,TFT,17,anthropic,0.84,12,,0.9320708798161584,0,,0.098529,ok
No-H_GTFT_s4096_openai,No-H,GTFT,4096,openai,0.76,19,,0.6651115393091284,0,,0.032569,ok
No-E_TFT_s99_anthropic,No-E,TFT,99,anthropic,0.76,17,,0.7291437496806245,0,,0.095224,ok
No-H_GTFT_s8192_openai,No-H,GTFT,8192,openai,0.66,22,,-4.582548978598551,0,,0.0335806,ok
No-E_TFT_s7_deepseek,No-E,TFT,7,deepseek,0.8,19,,0.42837773786299194,0,,0.00870016,degraded
No-E_TFT_s123_anthropic,No-E,TFT,123,anthropic,0.9,8,,-0.6902292818911642,0,4,0.08846900000000006,ok
No-E_TFT_s17_openai,No-E,TFT,17,openai,0.82,16,,3.3096504624263186,0,,0.02959099999999999,ok
No-E_TFT_s17_deepseek,No-E,TFT,17,deepseek,0.82,15,,1.5427144797343846,0,10,0.008547840000000004,ok
No-E_TFT_s7_openai,No-E,TFT,7,openai,0.72,24,,-1.1237850022336269,0,,0.0319738,ok
No-E_TFT_s99_deepseek,No-E,TFT,99,deepseek,0.9,8,,-0.4645977411672981,0,12,0.008294020000000003,ok
No-E_TFT_s123_deepseek,No-E,TFT,123,deepseek,0.9,7,,0.3322045115346581,0,6,0.008108240000000001,ok
No-E_TFT_s256_anthropic,No-E,TFT,256,anthropic,0.7,26,,-7.126933513435176,0,6,0.11930899999999998,degraded
No-E_TFT_s511_anthropic,No-E,TFT,511,anthropic,0.92,8,,1.472146434659164,0,4,0.08192400000000001,ok
No-E_TFT_s99_openai,No-E,TFT,99,openai,0.6,24,,3.412047756792309,0,4,0.034611,ok
No-E_TFT_s123_openai,No-E,TFT,123,openai,0.76,14,,-0.18678622367135037,0,,0.031327799999999996,ok
Full-Gamma_TFT_s7_anthropic,Full-Gamma,TFT,7,anthropic,0.92,8,,1.5436515722902289,0,,0.079719,ok
Full-Gamma_TFT_s123_anthropic,Full-Gamma,TFT,123,anthropic,0.82,17,,-3.3553783559679378,0,3,0.10641400000000001,ok
Full-Gamma_TFT_s17_anthropic,Full-Gamma,TFT,17,anthropic,0.78,20,,-0.8202450458082198,0,,0.12055900000000001,ok
No-E_TFT_s256_openai,No-E,TFT,256,openai,0.58,16,,-0.7845796641545822,0,11,0.032395,ok
Full-Gamma_TFT_s123_deepseek,Full-Gamma,TFT,123,deepseek,0.78,21,,-0.8643467921260563,0,4,0.00856184,degraded
Full-Gamma_TFT_s99_openai,Full-Gamma,TFT,99,openai,0.86,14,,0.26276836291410516,0,,0.0292314,ok
Full-Gamma_TFT_s7_openai,Full-Gamma,TFT,7,openai,0.86,13,,2.4431382711270153,0,,0.02973020000000001,ok
Full-Gamma_TFT_s17_openai,Full-Gamma,TFT,17,openai,0.88,10,,-0.0927225847754502,0,10,0.025338200000000005,ok
Full-Gamma_TFT_s123_openai,Full-Gamma,TFT,123,openai,0.8,13,,-2.3851099024820925,0,12,0.02884300000000001,ok
No-E_TFT_s1024_anthropic,No-E,TFT,1024,anthropic,0.82,16,,-2.314122056074978,0,10,0.11306400000000001,degraded
Full-Gamma_TFT_s256_deepseek,Full-Gamma,TFT,256,deepseek,0.9,1,,7.183699294783212,,,0.00162596,ok
Full-Gamma_TFT_s256_openai,Full-Gamma,TFT,256,openai,0.7,6,,22.965519302188913,,,0.0076322,ok
No-E_TFT_s511_deepseek,No-E,TFT,511,deepseek,0.8,7,,1.6593727042668045,0,,0.00365232,ok
No-E_TFT_s256_deepseek,No-E,TFT,256,deepseek,0.9333333333333333,4,,2.36669668485559,0,4,0.005268200000000002,ok
No-E_TFT_s1024_deepseek,No-E,TFT,1024,deepseek,0.8666666666666667,5,,2.322115085943369,0,3,0.00487844,ok
No-E_TFT_s2048_anthropic,No-E,TFT,2048,anthropic,0.82,16,,-0.1950471462105555,0,4,0.10304400000000001,degraded
No-E_TFT_s4096_anthropic,No-E,TFT,4096,anthropic,0.86,12,,1.5481543941221343,0,,0.09220399999999998,ok
No-E_TFT_s511_openai,No-E,TFT,511,openai,0.3,11,,-7.922761304582751,0,,0.0197352,ok
No-E_TFT_s4096_deepseek,No-E,TFT,4096,deepseek,0.8,15,,-4.370701242684121,0,1,0.008607760000000002,degraded
No-E_TFT_s8192_anthropic,No-E,TFT,8192,anthropic,0.96,4,,-0.06857074509999166,0,,0.08368900000000001,ok
No-E_TFT_s1024_openai,No-E,TFT,1024,openai,0.8,13,,-2.090501413654205,0,,0.024311599999999996,ok
No-E_TFT_s2048_deepseek,No-E,TFT,2048,deepseek,0.86,14,,0.9848283652900354,0,3,0.008680840000000002,degraded
No-E_TFT_s8192_openai,No-E,TFT,8192,openai,0.78,15,,-4.972926944779132,0,,0.0316254,ok
No-E_Grim_s7_anthropic,No-E,Grim,7,anthropic,0.56,21,,1.065469754174071,0,13,0.111799,ok
No-E_TFT_s4096_openai,No-E,TFT,4096,openai,0.74,11,,-2.7336153355815758,0,,0.030153799999999998,ok
No-E_Grim_s17_anthropic,No-E,Grim,17,anthropic,0.54,18,,2.6024297071485867,0,,0.11434400000000002,ok
No-E_TFT_s2048_openai,No-E,TFT,2048,openai,0.54,24,,2.95815588693021,0,14,0.040012200000000005,ok
No-E_TFT_s8192_deepseek,No-E,TFT,8192,deepseek,0.86,13,,0.32121462583116156,0,,0.007753200000000002,degraded
No-E_Grim_s7_deepseek,No-E,Grim,7,deepseek,0.68,17,,-1.655174489918071,0,12,0.008406440000000001,degraded
No-E_Grim_s99_anthropic,No-E,Grim,99,anthropic,0.52,22,,3.1791157735640136,0,,0.12033400000000002,ok
No-E_Grim_s17_deepseek,No-E,Grim,17,deepseek,0.56,21,,2.2388696132405883,0,13,0.00905492,degraded
No-E_Grim_s123_anthropic,No-E,Grim,123,anthropic,0.58,20,,2.2417475688400033,0,4,0.11652400000000003,degraded
No-E_Grim_s7_openai,No-E,Grim,7,openai,0.32,21,,1.3272695897107913,0,1,0.036717799999999995,ok
No-E_Grim_s17_openai,No-E,Grim,17,openai,0.52,13,,-1.7395706124567283,0,14,0.0340606,ok
No-E_Grim_s256_anthropic,No-E,Grim,256,anthropic,0.68,16,,1.0175359271097042,0,13,0.11146900000000004,ok
No-E_Grim_s99_deepseek,No-E,Grim,99,deepseek,0.34,15,,3.0017898101740768,0,2,0.008995280000000001,ok
No-E_Grim_s123_deepseek,No-E,Grim,123,deepseek,0.46,19,,1.3276850667099804,0,2,0.0089922,degraded
No-E_Grim_s99_openai,No-E,Grim,99,openai,0.48,23,,-1.8452813158027632,0,8,0.033789000000000007,ok
No-E_Grim_s256_deepseek,No-E,Grim,256,deepseek,0.94,1,,-1.964942926771588,0,,0.00782124,degraded
No-E_Grim_s123_openai,No-E,Grim,123,openai,0.22,11,,-1.459320881876237,0,11,0.0298166,ok
No-E_Grim_s511_anthropic,No-E,Grim,511,anthropic,0.58,26,,-2.7921410088306122,0,11,0.12368900000000004,ok
No-E_Grim_s1024_anthropic,No-E,Grim,1024,anthropic,0.74,18,,0.022264364670043946,0,11,0.116564,ok
No-E_Grim_s2048_anthropic,No-E,Grim,2048,anthropic,0.54,26,,6.009561675821306,0,5,0.11311899999999998,ok
No-E_Grim_s256_openai,No-E,Grim,256,openai,0.42,17,,-2.88867623856635,0,,0.035395,ok
No-E_Grim_s511_openai,No-E,Grim,511,openai,0.64,7,,-1.6325722732898225,0,,0.029087400000000013,ok
No-E_Grim_s4096_anthropic,No-E,Grim,4096,anthropic,0.56,24,,2.101522669818729,0,,0.12160399999999999,ok
No-E_Grim_s1024_openai,No-E,Grim,1024,openai,0.54,13,,1.5061158455960595,0,,0.029798199999999997,ok
No-E_Grim_s511_deepseek,No-E,Grim,511,deepseek,0.34,22,,6.486460915495938,0,7,0.00941388,degraded
No-E_Grim_s2048_deepseek,No-E,Grim,2048,deepseek,0.56,13,,6.640024935792445,0,,0.008722839999999996,degraded
No-E_Grim_s1024_deepseek,No-E,Grim,1024,deepseek,0.44,27,,5.393397114055178,0,13,0.00946708,degraded
No-E_Grim_s8192_anthropic,No-E,Grim,8192,anthropic,0.54,24,,2.3097868435194147,0,9,0.120974,ok
No-E_Grim_s2048_openai,No-E,Grim,2048,openai,0.3,18,,-2.3953426257562898,0,9,0.034594200000000006,ok
No-E_Grim_s4096_deepseek,No-E,Grim,4096,deepseek,0.58,19,,2.866449941494293,0,,0.008682239999999997,degraded
No-E_Grim_s4096_openai,No-E,Grim,4096,openai,0.54,15,,0.31633548706514747,0,,0.03283020000000001,ok
No-E_Random_s7_anthropic,No-E,Random,7,anthropic,0.82,14,,6.182882341073691,0,5,0.119014,ok
No-E_Random_s17_anthropic,No-E,Random,17,anthropic,0.7,17,,4.757755085958022,0,6,0.118379,ok
No-E_Grim_s8192_deepseek,No-E,Grim,8192,deepseek,0.54,21,,2.3412049436608204,0,,0.009238880000000003,ok
No-E_Grim_s8192_openai,No-E,Grim,8192,openai,0.58,17,,1.4042927841691282,0,,0.032546200000000004,ok
No-E_Random_s7_deepseek,No-E,Random,7,deepseek,0.7,21,,-4.6417347132998605,0,10,0.008923880000000004,ok
No-E_Random_s99_anthropic,No-E,Random,99,anthropic,0.6,24,,-0.9254661014196814,0,12,0.13122899999999998,ok
No-E_Random_s7_openai,No-E,Random,7,openai,0.58,15,,5.60391615304778,0,10,0.0348586,ok
No-E_Random_s17_deepseek,No-E,Random,17,deepseek,0.86,11,,-5.402100237392044,0,3,0.0092554,degraded
No-E_Random_s123_anthropic,No-E,Random,123,anthropic,0.66,22,,-5.662143983452027,0,10,0.13112900000000005,ok
No-E_Random_s17_openai,No-E,Random,17,openai,0.74,21,,-4.234523887077873,0,,0.0337034,ok
No-E_Random_s256_anthropic,No-E,Random,256,anthropic,0.84,14,,7.5964274201978625,0,2,0.11236900000000001,degraded
No-E_Random_s99_deepseek,No-E,Random,99,deepseek,0.74,17,,1.6846997630588165,0,11,0.00940576,degraded
No-E_Random_s99_openai,No-E,Random,99,openai,0.56,23,,-11.038641635362062,0,,0.03770899999999999,ok
No-E_Random_s123_deepseek,No-E,Random,123,deepseek,0.74,19,,-4.950522274880413,0,7,0.00981988,degraded
No-E_Random_s511_anthropic,No-E,Random,511,anthropic,0.74,18,,6.631749245323646,0,,0.126434,degraded
No-E_Random_s123_openai,No-E,Random,123,openai,0.54,23,,3.653153592923906,0,13,0.0377242,ok
No-E_Random_s1024_anthropic,No-E,Random,1024,anthropic,0.72,22,,-2.0186994980639987,0,,0.123419,ok
No-E_Random_s256_deepseek,No-E,Random,256,deepseek,0.8,19,,-0.9859601245808952,0,8,0.009275840000000002,degraded
No-E_Random_s256_openai,No-E,Random,256,openai,0.76,17,,-2.184716545088475,0,10,0.034567,ok
No-E_Random_s511_deepseek,No-E,Random,511,deepseek,0.76,21,,-0.49192457072835244,0,,0.009037279999999998,degraded
No-E_Random_s511_openai,No-E,Random,511,openai,0.66,21,,-5.696244407365002,0,,0.034448999999999994,ok
No-E_Random_s2048_anthropic,No-E,Random,2048,anthropic,0.72,18,,2.2960329520721947,0,10,0.11901900000000003,ok
No-E_Random_s4096_anthropic,No-E,Random,4096,anthropic,0.74,14,,-4.843449057665448,0,,0.11784399999999998,ok
No-E_Random_s1024_deepseek,No-E,Random,1024,deepseek,0.72,17,,-2.674765587020442,0,,0.008963359999999998,degraded
No-E_Random_s1024_openai,No-E,Random,1024,openai,0.62,21,,7.254277016149247,0,9,0.0398322,ok
No-E_Random_s2048_deepseek,No-E,Random,2048,deepseek,0.84,13,,-1.4675411586502942,0,5,0.008951039999999999,degraded
No-E_Random_s2048_openai,No-E,Random,2048,openai,0.72,13,,-1.3897273696271113,0,5,0.031530600000000006,ok
No-E_Random_s8192_anthropic,No-E,Random,8192,anthropic,0.76,18,,-1.7376201517202947,0,14,0.11590900000000003,ok
No-E_Random_s4096_deepseek,No-E,Random,4096,deepseek,0.7,21,,2.0550750922699708,0,,0.008813840000000003,ok
No-E_GTFT_s7_anthropic,No-E,GTFT,7,anthropic,0.9,8,,0.24373861997396135,0,7,0.08443899999999997,ok
No-E_Random_s4096_openai,No-E,Random,4096,openai,0.6,24,,-2.3536082379656698,0,,0.03477900000000002,ok
No-E_GTFT_s17_anthropic,No-E,GTFT,17,anthropic,0.84,10,,-4.054373148394912,0,9,0.09071900000000001,ok
No-E_Random_s8192_deepseek,No-E,Random,8192,deepseek,0.72,19,,4.9434720573417135,0,,0.009334079999999998,degraded
No-E_GTFT_s99_anthropic,No-E,GTFT,99,anthropic,0.8,18,,-2.52788109666413,0,,0.10835399999999999,ok
No-E_Random_s8192_openai,No-E,Random,8192,openai,0.78,13,,-2.908013937311829,0,,0.033663000000000005,ok
No-E_GTFT_s17_deepseek,No-E,GTFT,17,deepseek,0.86,13,,1.7670398123497946,0,13,0.00845964,degraded
No-E_GTFT_s123_anthropic,No-E,GTFT,123,anthropic,0.94,6,,0.626333586635792,0,4,0.07990899999999998,ok
No-E_GTFT_s7_deepseek,No-E,GTFT,7,deepseek,0.82,16,,-2.9731866512965714,0,4,0.008609440000000001,degraded
No-E_GTFT_s256_anthropic,No-E,GTFT,256,anthropic,0.86,12,,-0.815736647471657,0,7,0.09377399999999998,ok
No-E_GTFT_s7_openai,No-E,GTFT,7,openai,0.92,6,,1.4340865038190391,0,,0.0284602,ok
No-E_GTFT_s99_deepseek,No-E,GTFT,99,deepseek,0.82,15,,3.761618034112524,0,6,0.008506960000000001,degraded
No-E_GTFT_s17_openai,No-E,GTFT,17,openai,0.8,20,,0.6447256220017842,0,,0.030322200000000007,ok
No-E_GTFT_s123_deepseek,No-E,GTFT,123,deepseek,0.8,15,,-1.0022047431387495,0,12,0.00877464,ok
No-E_GTFT_s511_anthropic,No-E,GTFT,511,anthropic,0.76,14,,-2.2439760147048182,0,2,0.09257400000000002,ok
No-E_GTFT_s99_openai,No-E,GTFT,99,openai,0.78,12,,-2.7498691809315816,0,3,0.029160200000000018,ok
No-E_GTFT_s1024_anthropic,No-E,GTFT,1024,anthropic,0.96,4,,0.536983768665588,0,5,0.06962400000000003,ok
No-E_GTFT_s256_deepseek,No-E,GTFT,256,deepseek,0.86,11,,0.3499782808498158,0,4,0.008818600000000001,degraded
No-E_GTFT_s256_openai,No-E,GTFT,256,openai,0.82,17,,-1.0969245526248985,0,6,0.026344199999999995,ok
No-E_GTFT_s123_openai,No-E,GTFT,123,openai,0.88,10,,0.12294152424124116,0,10,0.033599000000000004,ok
No-E_GTFT_s511_deepseek,No-E,GTFT,511,deepseek,0.88,11,,0.10652356795742883,0,13,0.0084882,ok
No-E_GTFT_s2048_anthropic,No-E,GTFT,2048,anthropic,0.88,12,,0.02527107341832277,0,,0.09022900000000002,ok
No-E_GTFT_s4096_anthropic,No-E,GTFT,4096,anthropic,0.8,15,,-5.061027891963462,0,12,0.10073399999999998,ok
No-E_GTFT_s511_openai,No-E,GTFT,511,openai,0.64,27,,3.624558383114586,0,5,0.03800100000000001,ok
No-E_GTFT_s1024_deepseek,No-E,GTFT,1024,deepseek,0.84,15,,0.2661067908321932,0,7,0.008827000000000002,degraded
No-E_GTFT_s2048_deepseek,No-E,GTFT,2048,deepseek,0.82,15,,0.04664623346348218,0,10,0.008608880000000001,ok
No-E_GTFT_s1024_openai,No-E,GTFT,1024,openai,0.72,22,,1.0797933048620467,0,11,0.036201,ok
No-E_GTFT_s2048_openai,No-E,GTFT,2048,openai,0.8,14,,-4.807381777648723,0,,0.0313558,ok
No-E_GTFT_s8192_anthropic,No-E,GTFT,8192,anthropic,0.84,15,,-5.217167708086004,0,1,0.10288400000000002,ok
No-N_TFT_s7_anthropic,No-N,TFT,7,anthropic,0.82,16,,-0.2823491411956226,0,8,0.10757399999999998,ok
No-E_GTFT_s4096_deepseek,No-E,GTFT,4096,deepseek,0.82,14,,-4.019305524097807,0,4,0.008665719999999998,ok
No-E_GTFT_s4096_openai,No-E,GTFT,4096,openai,0.78,17,,0.31407766323468816,0,8,0.0311174,ok
No-E_GTFT_s8192_deepseek,No-E,GTFT,8192,deepseek,0.92,8,,-0.5738901342193308,0,,0.007926520000000001,ok
No-N_TFT_s17_anthropic,No-N,TFT,17,anthropic,0.92,7,,-2.319436260328035,0,,0.07682899999999998,ok
No-E_GTFT_s8192_openai,No-E,GTFT,8192,openai,0.88,11,,-0.9872200378849267,0,,0.029381800000000003,ok
No-N_TFT_s99_anthropic,No-N,TFT,99,anthropic,0.88,10,,0.02998377219736531,0,,0.08776400000000001,ok
No-N_TFT_s123_anthropic,No-N,TFT,123,anthropic,0.96,4,,1.2818871631258144,0,,0.083429,ok
No-N_TFT_s7_openai,No-N,TFT,7,openai,0.72,13,,-0.19490336575801462,0,12,0.032837399999999996,ok
No-N_TFT_s7_deepseek,No-N,TFT,7,deepseek,0.88,12,,-0.7621959277356317,0,14,0.00840868,ok
No-N_TFT_s99_deepseek,No-N,TFT,99,deepseek,0.9,10,,0.7219112060786399,0,8,0.008442,ok
No-N_TFT_s17_deepseek,No-N,TFT,17,deepseek,0.82,12,,-3.0740749742995064,0,,0.008865780000000002,degraded
No-N_TFT_s17_openai,No-N,TFT,17,openai,0.78,16,,0.4754525074430789,0,,0.0322606,ok
No-N_TFT_s256_anthropic,No-N,TFT,256,anthropic,0.9,10,,0.3288099424822473,0,,0.09601900000000001,ok
No-N_TFT_s511_anthropic,No-N,TFT,511,anthropic,0.96,4,,1.119620666944803,0,,0.07288899999999998,ok
No-N_TFT_s123_openai,No-N,TFT,123,openai,0.9,10,,1.01612111547022,0,,0.027203800000000004,ok
No-N_TFT_s123_deepseek,No-N,TFT,123,deepseek,0.84,15,,-5.708052881818873,0,14,0.008484280000000002,degraded
No-N_TFT_s99_openai,No-N,TFT,99,openai,0.66,23,,-2.0394224372932577,0,3,0.0373914,ok
No-N_TFT_s511_deepseek,No-N,TFT,511,deepseek,0.94,5,,1.0152027618738209,0,,0.007848119999999998,ok
No-N_TFT_s1024_anthropic,No-N,TFT,1024,anthropic,0.76,20,,2.774723788225419,0,,0.11025900000000001,ok
No-N_TFT_s256_deepseek,No-N,TFT,256,deepseek,0.8,18,,-0.8441772170601805,0,1,0.008943759999999999,ok
No-N_TFT_s2048_anthropic,No-N,TFT,2048,anthropic,0.84,10,,2.979385403027622,0,3,0.09766899999999996,degraded
No-N_TFT_s1024_deepseek,No-N,TFT,1024,deepseek,0.9,10,,1.2084547459396497,0,,0.00806624,degraded
No-N_TFT_s4096_anthropic,No-N,TFT,4096,anthropic,0.92,5,,-1.9883140880170547,0,,0.087144,ok
No-N_TFT_s256_openai,No-N,TFT,256,openai,0.72,21,,-0.8241454482956032,0,,0.0355386,ok
No-N_TFT_s511_openai,No-N,TFT,511,openai,0.74,19,,1.9288311548947428,0,,0.0317294,ok
No-N_TFT_s1024_openai,No-N,TFT,1024,openai,0.82,16,,-0.7285372401506831,0,,0.030559000000000003,ok
No-N_TFT_s8192_anthropic,No-N,TFT,8192,anthropic,0.86,12,,2.1523885338049396,0,3,0.092324,ok
No-N_TFT_s2048_deepseek,No-N,TFT,2048,deepseek,0.84,14,,1.502078035873955,0,12,0.00820764,degraded
No-N_TFT_s2048_openai,No-N,TFT,2048,openai,0.84,13,,1.154316609078846,0,7,0.030287,ok
No-N_TFT_s4096_deepseek,No-N,TFT,4096,deepseek,0.8,13,,1.4973277610161906,0,,0.008064980000000001,ok
No-N_TFT_s4096_openai,No-N,TFT,4096,openai,0.86,11,,-0.3596087516146832,0,,0.026418599999999997,ok
No-N_TFT_s8192_deepseek,No-N,TFT,8192,deepseek,0.9,9,,0.1058707994062661,0,,0.00863156,degraded
No-N_Grim_s7_anthropic,No-N,Grim,7,anthropic,0.42,23,,0.5772924991156378,0,,0.12109899999999997,ok
No-N_Grim_s17_anthropic,No-N,Grim,17,anthropic,0.62,26,,0.5008803634774395,0,,0.11670400000000002,ok
No-N_Grim_s99_anthropic,No-N,Grim,99,anthropic,0.48,23,,14.159097763034573,0,8,0.12462900000000002,ok
No-N_TFT_s8192_openai,No-N,TFT,8192,openai,0.72,22,,-4.51306631870492,0,,0.0355786,ok
No-N_Grim_s7_openai,No-N,Grim,7,openai,0.34,16,,-4.152170202600657,0,1,0.03311700000000001,ok
No-N_Grim_s7_deepseek,No-N,Grim,7,deepseek,0.52,23,,-0.1411610228657646,0,11,0.00901936,degraded
No-N_Grim_s17_deepseek,No-N,Grim,17,deepseek,0.32,19,,6.307852509013784,0,,0.00893172,ok
No-N_Grim_s99_deepseek,No-N,Grim,99,deepseek,0.72,15,,-0.7065425603129877,0,12,0.008168439999999999,ok
No-N_Grim_s123_anthropic,No-N,Grim,123,anthropic,0.54,24,,-1.3172937065310568,0,14,0.12555400000000003,ok
No-N_Grim_s99_openai,No-N,Grim,99,openai,0.32,16,,5.203703402578689,0,,0.0312146,ok
No-N_Grim_s256_anthropic,No-N,Grim,256,anthropic,0.8,16,,-0.008044794767977228,0,10,0.10171399999999997,ok
No-N_Grim_s17_openai,No-N,Grim,17,openai,0.32,17,,-3.0646797416815597,0,2,0.03495220000000001,ok
No-N_Grim_s511_anthropic,No-N,Grim,511,anthropic,0.5,23,,1.254055270100733,0,3,0.12091900000000001,ok
No-N_Grim_s256_deepseek,No-N,Grim,256,deepseek,0.54,17,,-0.2567277729068132,0,,0.008986600000000003,degraded
No-N_Grim_s123_deepseek,No-N,Grim,123,deepseek,0.48,27,,6.038636437499467,0,8,0.008835960000000002,ok
No-N_Grim_s123_openai,No-N,Grim,123,openai,0.26,17,,5.541013586440264,0,4,0.035259,ok
No-N_Grim_s1024_anthropic,No-N,Grim,1024,anthropic,0.38,21,,5.749040785185586,0,14,0.12336399999999999,ok
No-N_Grim_s2048_anthropic,No-N,Grim,2048,anthropic,0.98,2,,0.2491556303074231,0,,0.07435399999999999,ok
No-N_Grim_s256_openai,No-N,Grim,256,openai,0.62,14,,0.1442570476709576,0,,0.0330574,ok
No-N_Grim_s511_deepseek,No-N,Grim,511,deepseek,0.56,31,,-2.271103716339863,0,4,0.00941724,degraded
No-N_Grim_s511_openai,No-N,Grim,511,openai,0.42,21,,-1.2230449137284183,0,6,0.0347746,ok
No-N_Grim_s1024_deepseek,No-N,Grim,1024,deepseek,0.52,19,,-0.9408000489865854,0,13,0.008582560000000001,ok
No-N_Grim_s4096_anthropic,No-N,Grim,4096,anthropic,0.46,16,,3.867987915765365,0,4,0.12360900000000001,ok
No-N_Grim_s1024_openai,No-N,Grim,1024,openai,0.32,14,,2.4830511438630096,0,6,0.033562999999999996,ok
No-N_Grim_s8192_anthropic,No-N,Grim,8192,anthropic,0.58,22,,-0.3516382937192979,0,,0.09714399999999998,ok
No-N_Grim_s2048_deepseek,No-N,Grim,2048,deepseek,0.36,23,,0.8444428175613411,0,6,0.00900032,ok
No-N_Random_s7_anthropic,No-N,Random,7,anthropic,0.66,19,,-0.25978785099807,0,9,0.11335899999999997,ok
No-N_Grim_s2048_openai,No-N,Grim,2048,openai,0.46,15,,-0.6698015815051016,0,,0.03390740000000002,ok
No-N_Grim_s4096_deepseek,No-N,Grim,4096,deepseek,0.44,25,,0.18264474756392424,0,10,0.009306080000000001,ok
No-N_Grim_s8192_deepseek,No-N,Grim,8192,deepseek,0.5,23,,0.9568568250120636,0,,0.008415120000000003,ok
No-N_Grim_s4096_openai,No-N,Grim,4096,openai,0.24,11,,-0.19683907776946927,0,,0.034579,ok
No-N_Random_s17_anthropic,No-N,Random,17,anthropic,0.66,21,,0.28879049674662066,0,,0.12568400000000002,ok
No-N_Random_s7_openai,No-N,Random,7,openai,0.66,17,,-5.906960619257045,0,4,0.03133419999999999,ok
No-N_Random_s99_anthropic,No-N,Random,99,anthropic,0.66,21,,-1.9045339414674092,0,2,0.120499,ok
No-N_Grim_s8192_openai,No-N,Grim,8192,openai,0.42,19,,2.4468480828420054,0,,0.03556700000000001,ok
No-N_Random_s7_deepseek,No-N,Random,7,deepseek,0.72,22,,-0.7135046327486524,0,1,0.008968120000000001,degraded
No-N_Random_s17_deepseek,No-N,Random,17,deepseek,0.74,15,,-0.5972540781504797,0,,0.009196600000000004,degraded
No-N_Random_s123_anthropic,No-N,Random,123,anthropic,0.76,16,,2.4348561676100497,0,7,0.12627899999999997,ok
No-N_Random_s256_anthropic,No-N,Random,256,anthropic,0.76,14,,-3.963014917483975,0,,0.12015400000000002,ok
No-N_Random_s17_openai,No-N,Random,17,openai,0.66,15,,-1.7448243224032731,0,,0.03704059999999998,ok
No-N_Random_s99_openai,No-N,Random,99,openai,0.68,19,,2.1677090566765504,0,,0.0326874,ok
No-N_Random_s99_deepseek,No-N,Random,99,deepseek,0.74,21,,1.5770375631890392,0,9,0.008886080000000001,degraded
No-N_Random_s123_deepseek,No-N,Random,123,deepseek,0.66,22,,-7.839392698576402,0,6,0.009283399999999999,degraded
No-N_Random_s511_anthropic,No-N,Random,511,anthropic,0.76,14,,-0.6023636151390974,0,,0.12046900000000002,ok
No-N_Random_s256_deepseek,No-N,Random,256,deepseek,0.8,17,,1.0247493860456611,0,2,0.008852760000000005,ok
